"County Name","GEOID","EnviroScreen Score","EnviroScreen Score Percentile","Pollution and Climate Burden Score","Pollution and Climate Burden Score Percentile","Pollution and Climate Burden Scale Value","Health and Social Factors Score","Health and Social Factors Score Percentile","Health and Social Factors Scale Value","Environmental Exposures Score","Environmental Effects Score","Climate Vulnerability Score","Sensitive Populations Score","Demographics Score","Environmental Exposures Score Percentile","Environmental Effects Score Percentile","Climate Vulnerability Score Percentile","Sensitive Populations Score Percentile","Demographics Score Percentile","Ozone","Ozone Percentile","Fine particle pollution","Fine particle pollution Percentile","Lead exposure risk","Lead exposure risk Percentile","Diesel particulate matter (PM)","Diesel particulate matter (PM) Percentile","Traffic proximity & volume","Traffic proximity & volume Percentile","Air toxics emissions","Air toxics emissions Percentile","Other air pollutants","Other air pollutants Percentile","Drinking water regulations","Drinking water regulations Percentile","Noise","Noise Percentile","Wastewater discharge indicator","Wastewater discharge indicator Percentile","Proximity to National Priorities List sites","Proximity to National Priorities List sites Percentile","Proximity to Risk Management Plan sites","Proximity to Risk Management Plan sites Percentile","Proximity to hazardous waste facilities","Proximity to hazardous waste facilities Percentile","Proximity to oil and gas","Proximity to oil and gas Percentile","Proximity to mining locations","Proximity to mining locations Percentile","Impaired streams and rivers","Impaired streams and rivers Percentile","Wildfire risk","Wildfire risk Percentile","Floodplains","Floodplains Percentile","Drought","Drought Percentile","Extreme heat days","Extreme heat days Percentile","Population under 5","Population under 5 Percentile","Population over 64","Population over 64 Percentile","Heart disease in adults","Heart disease in adults Percentile","Asthma hospitalization rate","Asthma hospitalization rate Percentile","Life expectancy","Life expectancy Percentile","Low birth weight","Low birth weight Percentile","Cancer prevalence","Cancer prevalence Percentile","Diabetes prevalence","Diabetes prevalence Percentile","Mental health indicator","Mental health indicator Percentile","Percent people of color","Percent people of color Percentile","Percent less than high school education","Percent less than high school education Percentile","Percent low income","Percent low income Percentile","Percent linguistic isolation","Percent linguistic isolation Percentile","Percent disability","Percent disability Percentile","Housing cost burdened","Housing cost burdened Percentile","area","Justice40","Disproportionately Impacted Community","Total Population"
"Morgan County","08087000100",16.23,19.06,24.12,1.76,3.12,47.09,59.09,5.2,24.6,31.29,15.97,45.42,48.75,12.33,13.85,1.84,61.09,57.33,42.78,2.96,6.08,35.15,0.34,74.54,0.06,19.81,4.78,2.95,1.17,97.2,0.18,94.96,0.09,50.6,35.87,15.61,0.1,75.82,0.01,3.92,0.28,45.08,0.02,8.73,160.2,93.92,9.4,96.88,31.07,27.59,10.33,30.02,2.95,82.07,0,1.68,16.8,15.69,0.05,51,0.18,68.13,6.5,98.31,467.53,26.33,84.4,6.23,NA,NA,7.6,76.49,13.3,57.57,8.5,73.35,0.21,41.39,0.07,58.93,0.26,54.05,0.01,42.59,0.12,62.44,0.27,38.3,"Census Tract",NA,NA,2794
"Morgan County","08087000700",26.75,50.28,26.29,2.64,3.4,71.16,94.72,7.86,31.55,30.33,11.74,74.38,67.95,22.1,12.09,1.12,97.68,79.74,42.47,2.56,6.15,36.35,0.46,82.23,0.12,28.5,154.11,29.13,0,44.44,0.03,84.63,0.09,50.6,39.95,25.62,0,36.83,0.01,3.12,0.55,64.13,0.02,8.33,0,80.54,0,72.94,74.22,65.52,1.32,8.81,25.67,99.36,0,1.68,16.2,12.89,0.1,95.36,0.15,54.52,6.3,98.15,846.59,76.89,75.2,88.84,6.27,38.41,8,83.49,14.2,71.58,9.8,87.04,0.27,56.37,0.18,88.07,0.38,77.02,0.01,46.15,0.12,67.12,0.41,83.08,"Census Tract",NA,NA,5971
"Morgan County","08087000200",20.88,34.67,27.4,3.12,3.55,53.3,69.82,5.88,28.69,34.72,17.51,44.49,62.1,17.93,17.93,2.16,59.25,74.3,43.1,4.32,6.55,38.83,0.25,67.65,0.06,20.29,23.41,8.02,0.16,90.47,0.1,92.23,0.09,50.6,36.26,16.89,0.01,51.82,0.01,7.93,1.32,84.79,0.02,9.77,94.8,92.15,1,81.91,24.7,23.71,7,24.1,1.09,69.82,0,1.68,17.8,33.23,0.06,54.52,0.17,66.05,5.5,96.77,278.35,8.78,81.4,29.77,5.63,26.36,6.8,61.11,14.2,71.58,7.8,65.06,0.22,45.32,0.14,82.71,0.29,61.08,0.04,78.87,0.12,66.4,0.29,47.85,"Census Tract",NA,NA,2915
"Morgan County","08087000600",18.6,27.22,27.27,2.96,3.53,47.73,60.13,5.27,30.32,34.03,14.39,45.12,50.33,20.82,17.21,1.76,60.29,59.33,42.88,3.2,6.31,37.39,0.18,62.29,0.06,20.21,76.81,18.09,0.67,95.68,0.31,96.8,0.09,50.6,36.3,16.97,0.16,82.32,0.01,4.4,1.07,80.94,0.02,8.65,365.2,96.24,3.2,89.35,25.46,24.25,6.94,24.02,0.84,67.57,0,1.68,16.8,15.69,0.07,77.1,0.13,45,5.5,96.77,572.23,42.59,79.6,51.44,3.55,4.35,5.6,35.51,16.2,89.86,8.7,75.93,0.54,85.67,0.36,98.72,0.45,85.68,0.12,95.22,0.08,29.4,0.19,8.02,"Census Tract",NA,NA,6518
"Morgan County","08087000400",34.68,67.73,31.89,8.65,4.13,76.07,97.68,8.4,41.02,34.76,10.77,70.84,81.3,40.51,18.17,0.72,96.64,91.91,42.7,2.8,6.34,37.55,0.5,83.99,0.18,37.6,286.12,43.04,1.01,96.8,0.31,96.96,0.09,50.6,45.03,48.36,46.57,99.91,0.01,4.16,1.15,82.39,0.02,8.25,0,80.54,0.6,77.5,NA,NA,0.54,7.85,0,51.64,0,1.68,17,19.78,0.05,45.8,0.2,76.62,5.5,96.77,701.43,60.47,78.2,67.16,7.08,52.47,8,83.49,15,80.19,10.7,92.67,0.45,78.7,0.24,92.95,0.43,83.58,0.1,93.68,0.13,67.61,0.37,74.57,"Census Tract",TRUE,NA,3963
"Morgan County","08087000500",21.8,37.39,30.94,6.57,4.01,49.29,63.01,5.44,39.22,34.48,10.83,37.47,61.11,35.15,17.77,0.8,43.47,72.54,42.72,2.88,6.34,37.63,0.82,97.92,0.16,34.22,206.51,35.43,0.11,88.95,0.08,91.43,0.09,50.6,44.22,41.47,26.14,99.74,0.01,4.24,1.04,80.38,0.02,8.41,0,80.54,0,72.94,NA,NA,0.88,8.01,0,51.64,0,1.68,17,19.78,0.06,59.81,0.12,34.75,3.6,80.08,503.63,31,77.8,71.26,2.87,2.43,5.3,29.23,14.9,78.99,8.3,70.77,0.66,92.31,0.17,87.35,0.38,77.83,0.11,94.41,0.1,46.77,0.22,18.79,"Census Tract",TRUE,NA,2664
"Morgan County","08087000800",18.41,26.58,23.54,1.52,3.05,54.69,71.58,6.04,25.32,29.3,14.23,57.79,51.59,13.61,10.89,1.6,83.99,61.09,42.56,2.72,6.06,34.67,0.35,74.94,0.06,18.68,23.53,8.1,0,50.36,0.76,98.96,0.09,50.6,35.94,15.85,0.04,63.69,0.01,2.96,0.27,44.12,0.02,9.69,196.2,94.4,1,81.91,34.52,29.74,7.24,24.82,1.5,73.1,0,1.68,16.4,13.45,0.06,63.09,0.21,80.06,6.2,97.98,524.87,34.54,81.1,34.88,6.52,43.26,7.7,78.42,12.9,50.24,8.3,70.77,0.2,37.79,0.12,76.06,0.23,47.09,0.08,89.55,0.13,70.11,0.23,22.19,"Census Tract",NA,NA,1719
"Morgan County","08087000300",24.74,45.72,29.21,4.56,3.78,59.26,79.66,6.54,34.18,32.26,16.21,43.84,74.67,25.46,14.97,1.92,58.13,86.23,42.79,3.04,6.39,37.87,0.31,72.06,0.12,28.18,125.47,25.04,1,96.56,0.3,96.56,0.09,50.6,39.03,23.06,97.1,100,0.01,4.64,0.31,47.96,0.02,8.17,3.2,84.87,1,81.91,32.69,28.77,3.94,16.89,5.53,91.67,0,1.68,17.2,26.5,0.06,51.88,0.17,66.53,5.2,96.05,527.35,34.86,80,46.23,2.75,2.18,7.2,68.84,15.1,81.48,10.5,91.79,0.45,79.5,0.24,93.03,0.46,86.65,0.04,77.25,0.13,68.74,0.3,50.93,"Census Tract",TRUE,NA,1973
"Montrose County","08085966300",43.46,81.43,45.14,42.35,5.85,67.35,90.39,7.43,40.6,47.1,52.26,54.17,80.53,39.07,41.55,64.93,78.22,90.87,45.66,59.73,4.89,9.61,0.45,81.83,0.07,21.82,468.59,57.61,0.05,84.07,0.01,73.02,0.03,32.67,39.88,25.3,0.61,93.24,0.01,12.49,0.79,74.22,0.23,30.98,0,80.54,0.5,77.34,35.92,30.82,11.3,31.47,1.46,72.7,7191.2,98.16,17.8,33.23,0.05,34.35,0.19,76.3,2.6,48.55,492.29,29.71,76.5,81.58,5.88,31.13,6.4,52.98,16.3,90.74,9.8,87.04,0.31,61.65,0.2,89.83,0.46,86.17,0.08,90.28,0.17,88.05,0.36,71.9,"Census Tract",TRUE,NA,5849
"Montrose County","08085966100",24.65,45.64,43.59,36.43,5.64,39.56,45.32,4.37,17.41,57.04,82.48,47.09,32.03,4.16,61.81,98.72,63.73,33.15,44.76,41.15,4.84,8.57,0.24,66.69,0.01,0.72,NA,NA,0.33,93.59,0.28,96.48,0.03,32.67,30.13,1.68,1.39,96.27,0.04,40.99,0.18,31.63,0.16,23.14,3,84.79,15,99.12,83.28,80.93,518.68,94.16,0.01,53.32,7191.2,98.16,20.2,93.92,0.04,25.06,0.24,88.55,4.9,95.08,203.85,5.15,78.2,67.16,5.68,26.95,8.6,90.58,14.3,72.71,9.9,87.92,0.05,1.92,0.08,63.17,0.32,67.23,0.01,40.08,0.2,93.38,0.26,35.38,"Census Tract",NA,NA,2239
"Jefferson County","08059010901",43.34,81.18,56.48,83.03,7.31,53.68,70.38,5.93,61.53,46.6,56.24,58.67,48.69,89.99,40.43,71.74,85.67,57.25,46.15,71.26,7.35,52.2,0.22,65.49,0.34,72.62,1157.81,86.17,1,96.64,0,40.99,0.02,30.26,47.18,69.18,0,9.1,0.08,57.41,0.75,72.3,2.44,93.27,0,80.54,0,72.94,0,23.06,19.2,42.51,0,51.64,177.35,49.08,20,92.87,0.07,77.34,0.16,59.49,3.2,69.27,825.99,74.07,80.8,38.14,7.42,58.83,7.1,67.47,12.8,48.71,6.8,47.34,0.21,42.99,0.08,64.29,0.24,50.81,0.01,47.77,0.15,78.59,0.24,25.26,"Census Tract",NA,NA,5293
"Jefferson County","08059010902",39.03,74.38,52.76,72.86,6.83,51.75,66.77,5.71,63.29,47.1,37.37,42.24,61.26,93.27,41.47,24.82,54.36,72.86,45.64,59.41,7.55,57.25,0.32,72.62,0.36,74.64,1093.47,85.43,1,96.48,0,45.32,0.02,30.26,48.09,78.14,0,7.8,0.1,67.57,0.89,76.7,2.49,93.84,0,80.54,0,72.94,0,23.06,1.36,8.89,0,51.64,177.35,49.08,19,86.63,0.07,68.86,0.11,29.22,2,27.74,1409.88,96.54,70.7,98.79,4.21,8.45,5.7,37.52,13.7,64.9,6.4,39.05,0.35,67.89,0.08,62.77,0.34,70.31,0,24.7,0.16,82.39,0.43,86.72,"Census Tract",NA,NA,2517
"Jefferson County","08059011000",59.02,97.28,62.61,94.64,8.11,65.95,88.47,7.28,60.45,75.34,54.19,63.3,68.6,88.79,90.07,68.13,90.79,80.38,45.08,45.96,7.79,63.49,0.47,83.27,0.38,77.54,698.29,72.26,0.01,70.38,0,47.08,0.02,30.26,48.17,78.94,0.01,52.95,0.12,72.46,0.8,74.62,1.91,87.83,0,80.54,0,72.94,89.54,93.32,33.04,56.2,0,51.64,177.35,49.08,18.6,60.53,0.04,23.94,0.18,71.42,2.8,55.81,770.22,68.84,75.6,87.26,9.64,86.53,8.2,85.51,13.1,54.35,8.3,70.77,0.29,58.45,0.13,80.86,0.31,64.16,0.02,65.26,0.12,62.28,0.42,84.53,"Census Tract",NA,NA,6290
"Jefferson County","08059011100",59.35,97.76,62.46,94.24,8.09,66.47,89.11,7.34,58.63,70.37,62.21,59.28,73.67,84.71,85.19,81.91,86.63,85.67,45.19,48.36,7.72,61.41,0.44,80.62,0.37,76.17,1429.52,89.53,0,45.16,0,47.08,0.02,30.26,48.06,77.9,0.01,55.2,0.13,75.34,0.55,64.21,1.85,87.03,0,80.54,0,72.94,71.74,62.61,51.2,68.21,0,51.64,177.35,49.08,19,86.63,0.06,58.13,0.15,55.4,2.9,60,1050.95,87.92,76.3,82.98,5.62,25.77,6.7,58.94,13.7,64.9,7.8,65.06,0.42,77.02,0.13,79.9,0.33,68.53,0.05,81.62,0.11,56.79,0.4,81.78,"Census Tract",NA,NA,6565
"Jefferson County","08059011202",28.86,55,55.71,80.86,7.21,36.24,38.51,4,55.64,51.12,60.46,41.04,31.44,77.66,49.4,79.02,51.56,31.95,45.31,52.84,7.66,60.13,0.54,87.27,0.32,70.93,1395.43,89.2,0,46.04,0,27.54,0.02,30.26,47.86,75.9,0,5.2,0.13,75.9,0.28,45.24,2.42,93.19,0,80.54,0,72.94,89.54,93.32,39.02,60.85,0,51.64,177.35,49.08,19,86.63,0.04,29.3,0.15,52.68,2.7,52.82,516.07,32.85,79.8,48.65,6.33,39.92,7.3,70.61,11.7,30.76,5.9,29.23,0.2,38.11,0.03,26.82,0.14,25.89,0,24.7,0.08,30.94,0.29,47.77,"Census Tract",NA,NA,4920
"Jefferson County","08059011300",46.11,85.43,52.8,73.1,6.84,61.09,81.75,6.74,53.19,71.77,33.04,55.82,66.35,72.54,86.71,14.73,81.1,78.3,44.39,32.91,8.02,70.22,0.7,94.24,0.47,87.6,532.87,63.26,0,44.44,0,22.74,0.02,30.26,51.83,92.39,0.02,58.15,0.16,82.15,0.35,52.36,2.38,93.03,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,177.35,49.08,18.6,60.53,0.05,46.84,0.1,27.14,2.4,42.82,791.39,70.93,73.5,95.44,8.4,72.47,6.7,58.94,13.1,54.35,7.6,61.51,0.28,57.17,0.06,52.28,0.29,61,0.04,76.68,0.14,76.01,0.39,80.32,"Census Tract",NA,NA,3229
"Jefferson County","08059011550",67.11,99.92,64.69,97.28,8.38,72.57,95.2,8.01,63.02,75.35,57.36,61.68,83.46,92.95,90.15,73.82,88.79,94.48,44.65,38.67,7.91,66.93,0.41,78.78,0.42,84.14,1607.42,91,0,45.16,0.03,83.11,0.02,30.26,49.71,88.47,0.14,80.94,0.18,84.63,0.57,65.01,1.53,81.51,0,80.54,0,72.94,73.46,64.66,24.49,49.16,0,51.8,177.35,49.08,19,86.63,0.06,52.52,0.11,30.18,2.2,36.37,1009.67,85.83,75.6,87.26,10.64,92.8,6.4,52.98,14.8,77.86,8.9,78.18,0.42,76.94,0.19,88.63,0.46,87.06,0.09,92.31,0.12,66.64,0.46,92.55,"Census Tract",TRUE,NA,6491
"Alamosa County","08003960000",22.67,40.11,28.4,3.84,3.68,55.85,73.42,6.17,14.61,23.24,61.14,49.74,61.96,1.84,5.04,80.22,69.58,73.98,45.76,62.21,4.67,5.84,0.18,62.05,0.02,6.2,12.8,4.99,0,44.44,0.01,71.1,0.11,57.09,27.61,0.24,0,32.93,0.01,11.61,0.06,10.17,0.01,2.08,0,80.54,3,88.79,72.33,63.36,36.88,59.73,0,51.64,6591.62,93.51,18.2,48.44,0.08,87.27,0.19,75.5,1.9,23.71,231.75,6.52,81,36.19,14.81,99,7.7,78.42,14.2,71.58,10.3,90.98,0.35,69.26,0.17,86.95,0.34,70.87,0.05,81.21,0.19,91.6,0.22,17.81,"Census Tract",NA,NA,1868
"Alamosa County","08003960200",31.27,60.77,39.91,25.3,5.17,54.8,71.98,6.05,36.91,26.94,58.88,38.5,71.11,30.18,8.49,75.9,45.8,83.11,45.87,65.49,4.88,9.21,0.33,73.82,0.06,17.87,365.13,50,0.02,76.06,0,45.48,0.11,57.09,36.02,16.17,0.12,78.16,0.02,19.38,0.06,10.09,0.01,1.76,0,80.54,1.1,82.63,55.12,57.54,23.89,48.12,0,51.64,6591.62,93.51,18.4,51.72,0.05,35.95,0.12,38.91,0.9,2.58,518.93,33.33,75.5,87.81,8.15,69.04,5.7,37.52,15.3,83.17,9.2,81.64,0.49,81.91,0.06,51.32,0.46,86.73,0.05,83.64,0.17,87.24,0.3,48.58,"Census Tract",NA,NA,6163
"Alamosa County","08003960100",23.83,43.63,35.17,14.17,4.55,47.41,59.81,5.23,25.46,27.73,62.02,47.96,46.86,13.69,9.45,81.59,65.81,54.68,45.93,66.69,4.9,9.85,0.17,60.77,0.03,9.66,31.78,10.07,0,55,0.01,64.93,0.11,57.09,31.42,5.68,0.01,47.31,0.02,26.1,0.07,12.65,0.01,1.36,0,80.54,2,85.99,88.83,85.56,26.4,50.6,0,51.64,6591.62,93.51,18.6,60.53,0.1,95.04,0.19,74.78,2.9,60,177.72,4.03,81,36.19,7.2,54.64,6.8,61.11,14.2,71.58,10.2,90.42,0.31,62.13,0.1,69.02,0.42,82.04,0.02,63.48,0.18,88.69,0.18,5.34,"Census Tract",NA,NA,2621
"Alamosa County","08003960300",37.12,71.26,38.33,21.3,4.96,67.75,90.71,7.48,35.67,22.83,59.14,45.7,89.8,27.7,4.48,76.62,61.73,98.64,45.91,66.13,4.9,9.69,0.27,68.94,0.05,17.63,184.57,33.39,0.02,77.34,0,58.45,0.11,57.09,35.25,13.93,0.05,66.46,0.02,19.3,0.05,9.85,0.01,1.6,0,80.54,2,85.99,0,23.06,28.66,52.28,0,51.64,6591.62,93.51,18.2,48.44,0.06,59.09,0.12,34.11,1.5,12.26,504.98,31.32,75.1,89.4,10.23,90.04,4.6,15.54,17.1,94.04,11.6,95.57,0.67,92.47,0.18,88.31,0.61,97.09,0.06,86.72,0.17,88.29,0.43,86.4,"Census Tract",TRUE,NA,5455
"Jefferson County","08059011601",51.93,92.31,58.01,86.63,7.51,62.63,83.67,6.91,54.45,75.98,47.17,59.1,66.15,75.58,90.87,52.6,86.39,77.98,44.77,41.23,7.86,65.89,0.4,77.66,0.37,75.68,3475.47,98.85,0,46.04,0,22.5,0.02,30.26,49,84.95,0.07,71.49,0.19,87.19,0.63,68.05,1.34,77.18,0,80.54,0,72.94,NA,NA,6.38,22.34,0,52.12,177.35,49.08,19,86.63,0.03,16.33,0.17,67.17,2.4,42.82,797.49,71.58,73.2,95.81,9.17,82.26,6.5,54.67,14.7,76.89,9,78.99,0.43,77.58,0.15,84.39,0.37,76.29,0.03,73.68,0.08,31.91,0.36,71.34,"Census Tract",NA,NA,3855
"Jefferson County","08059011602",59.34,97.68,56.37,82.87,7.3,73.63,96,8.13,53.89,74.47,43.25,70.14,77.12,74.22,88.87,40.99,96.08,88.15,44.85,42.35,7.83,64.53,0.47,82.71,0.35,73.99,970.68,82.73,0,46.04,0,22.5,0.02,30.26,49.69,88.31,0.03,61.18,0.19,87.03,0.57,65.17,1.66,83.67,0,80.54,0,72.94,NA,NA,3.64,15.93,0,51.64,177.35,49.08,19,86.63,0.07,79.02,0.17,61.97,2.3,39.68,1261.05,93.88,69.7,99.35,9.8,87.95,6.5,54.67,14,68.36,8.1,69,0.54,85.51,0.19,89.11,0.37,76.21,0.08,89.31,0.1,49.03,0.4,82.75,"Census Tract",NA,NA,4409
"Jefferson County","08059011701",34.74,67.81,51.65,68.61,6.69,47.04,58.93,5.19,49.62,45.46,61.92,54.9,39.18,65.01,37.95,81.35,79.98,43.96,45.44,55.56,7.59,58.53,0.16,60.13,0.3,66.34,492.15,59.98,0,45.16,0,22.5,0.02,30.26,47.89,76.22,0,3.47,0.13,75.26,0.18,31.47,1.99,89.11,0,80.54,0,72.94,89.54,93.32,48.89,66.93,0,51.64,177.35,49.08,19,86.63,0.04,33.47,0.23,87.35,3.4,74.52,594.48,46.38,80.5,40.84,9.5,85.1,8.6,90.58,11.1,21.9,7.8,65.06,0.22,44.04,0.06,53.56,0.17,31.96,0,29.55,0.11,59.53,0.25,27.29,"Census Tract",NA,NA,4599
"Jefferson County","08059011708",39.15,74.46,52.07,70.38,6.74,52.61,68.45,5.81,55.9,41.04,55.43,54.53,50.68,78.54,28.66,70.22,78.62,60.05,45.85,65.09,7.42,53.56,0.3,71.26,0.27,61.27,527.05,62.36,0,49.08,0,53.32,0.02,30.26,47.33,70.86,0,3.64,0.1,65.25,0.2,35.23,3.22,97.2,0,80.54,0,72.94,NA,NA,19.53,42.99,0,51.64,177.35,49.08,19,86.63,0.04,23.54,0.18,69.34,3.5,77.5,685.72,58.86,NA,NA,8.29,70.79,8.2,85.51,11.7,30.76,7.3,56.44,0.21,41.55,0.06,51.4,0.22,46.44,0.02,58.22,0.12,64.14,0.29,45.75,"Census Tract",NA,NA,4279
"Jefferson County","08059011709",27.77,52.44,44.23,39.15,5.73,43.91,52.44,4.85,46.58,37.3,46.46,41.55,46.28,56.85,22.34,50.6,52.44,53.24,45.95,67.17,7.37,52.68,0.02,29.94,0.27,60.23,751.82,75.78,0,44.44,0,22.5,0.02,30.26,47.32,70.62,0,3.38,0.1,64.69,0.16,26.26,1.44,79.82,0,80.54,0,72.94,NA,NA,5.77,21.22,0,51.64,177.35,49.08,19,86.63,0.03,18.98,0.17,65.41,3,62.9,791.64,71.01,79.4,54.79,4.52,11.88,6.6,56.68,12.5,43.56,6.5,41.38,0.29,59.73,0.09,67.65,0.22,45.39,0.01,46.8,0.07,21.49,0.31,53.28,"Census Tract",NA,NA,3633
"Jefferson County","08059011710",32.24,62.85,46.71,47.8,6.05,48.29,61.49,5.33,47.94,40.85,50.12,48.33,48.24,60.69,28.26,59.65,66.61,56.77,45.78,62.85,7.44,54.04,0.06,46.52,0.27,61.43,507.75,61.29,0,44.44,0,23.62,0.02,30.26,47.33,70.78,0,2.77,0.11,68.37,0.15,24.42,1.23,74.78,0,80.54,0,72.94,89.54,93.32,9.33,28.74,0,51.64,177.35,49.08,19,86.63,0.05,49.08,0.18,70.7,2.8,55.81,559.91,40.26,82.4,18.33,9.09,81.76,7.1,67.47,12.2,38.57,6.8,47.34,0.26,52.6,0.05,42.43,0.25,51.78,0,24.7,0.14,74.39,0.33,59.35,"Census Tract",NA,NA,3889
"Jefferson County","08059011711",29,55.56,45.79,44.52,5.93,44.31,53,4.89,51.13,37.93,42.98,51.07,37.54,68.05,23.14,40.35,72.78,40.67,46.15,71.42,7.27,50.52,0.09,51.8,0.25,57.17,361.81,49.75,0,47.88,0,44.2,0.02,30.26,47.26,70.14,0,3.55,0.09,59.01,0.17,28.42,1.72,85.11,0,80.54,0,72.94,NA,NA,3.24,14.49,0,51.64,177.35,49.08,20,92.87,0.04,28.66,0.14,48.92,2.9,60,794.89,71.34,77.7,72.19,6.5,42.93,7.7,78.42,11.9,34.22,6.8,47.34,0.16,27.38,0.04,35.87,0.19,38.67,0.01,52.23,0.09,35.78,0.27,39.43,"Census Tract",NA,NA,4349
"Jefferson County","08059011712",17.72,23.94,39.08,23.22,5.06,31.72,29.46,3.5,41.31,35.34,38.37,46.35,17.08,41.63,19.06,26.98,62.85,11.93,46.32,76.38,7.17,48.04,0.01,16.97,0.24,52.98,305.2,45.25,0,44.44,0,30.1,0.02,30.26,46.19,57.97,0,7.02,0.08,55.24,0.14,20.42,0.85,64.21,0,80.54,0,72.94,0,23.06,1.42,9.21,0,51.64,177.35,49.08,20,92.87,0.05,51.48,0.22,85.27,3.6,80.08,465.01,25.93,82,22.6,8.57,74.9,8.9,92.83,10.4,12.96,7.1,53.22,0.12,14.57,0.02,20.58,0.11,16.83,0.01,29.96,0.09,41.44,0.17,3.97,"Census Tract",NA,NA,4313
"Arapahoe County","08005004951",16.65,20.58,47.34,51.08,6.13,24.61,16.33,2.72,47.35,69.16,25.49,4.54,44.67,59.17,83.75,5.12,1.2,51.24,43.97,21.54,8.37,83.67,0.07,47.32,0.54,92.35,48.1,13.83,0,51.8,0,33.39,0.13,70.62,50.33,89.91,0.59,92.98,0.15,79.58,0.19,31.87,1.4,79.02,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,38.63,13.69,18.8,76.86,0.01,3.6,0.02,1.76,0.7,1.53,222.55,6.04,NA,NA,NA,NA,3.1,2.25,13.1,54.35,4.2,5.56,0.3,61.01,0.02,22.42,0.25,51.86,0.01,32.47,0.09,38.29,0.45,90.12,"Census Tract",NA,NA,1984
"Arapahoe County","08005086500",18.3,26.5,42.87,34.59,5.55,29.86,25.94,3.3,41.32,43.64,45.21,29.56,30.16,41.71,33.47,47,25.54,29.94,45.88,65.57,7.4,53.24,0,11.21,0.19,39.21,676.84,71.44,0,44.44,0,22.5,0.13,70.62,44.74,45.4,0,14.82,0.15,78.94,0.15,23.94,1.23,74.62,0,80.54,0,72.94,25.78,24.57,60.49,71.34,4.35,88.31,38.63,13.69,18.2,48.44,0.03,12.41,0.1,24.98,2,27.74,593.55,46.14,81.3,32.19,7.2,54.64,5.6,35.51,11.8,32.61,5.5,21.34,0.31,61.33,0.04,38.11,0.11,15.53,0,24.7,0.06,10.58,0.39,79.27,"Census Tract",NA,NA,5159
"Arapahoe County","08005080600",47.19,87.03,54.94,79.42,7.11,60.09,80.78,6.63,60.23,57.91,41.38,53.17,67.01,88.31,63.49,34.83,76.14,78.86,44.48,34.99,8.32,81.75,0.04,39.63,0.39,79.15,1671.4,91.73,0,44.44,0,45.16,0.13,70.62,50.05,89.43,0,41.25,0.09,58.21,0.33,50.28,0.58,53.16,0,80.54,0,72.94,NA,NA,30.56,53.96,0,51.64,38.63,13.69,18.8,76.86,0.05,43.07,0.12,37.95,2.3,39.68,1267.23,94.12,78.3,66.6,8.82,78.24,5.7,37.52,13.3,57.57,6.9,49.44,0.44,78.38,0.05,46.76,0.27,55.91,0.09,91.17,0.12,61.87,0.38,78.3,"Census Tract",NA,NA,3449
"Arapahoe County","08005007106",15.62,17.45,49,58.13,6.35,22.3,12.25,2.46,45,58.07,47.93,24.51,20.08,52.76,63.73,54.84,16.25,15.85,46.22,73.5,6.82,42.43,0.02,31.14,0.07,21.58,225.81,36.99,0.12,89.59,0.03,82.71,0.13,70.62,36.95,18.65,0,35.1,0.35,94.4,0.3,47.48,0.21,28.9,87.5,91.83,1.2,83.51,72.92,63.9,67.21,74.78,0.82,67.09,38.63,13.69,18.8,76.86,0.09,90.71,0.05,3.76,1.7,17.26,713.82,62,NA,NA,7.43,59,4.8,18.44,11.6,29.31,4.8,11.19,0.35,68.94,0.02,18.73,0.08,8.33,0.02,55.87,0.04,4.12,0.25,26.48,"Census Tract",NA,NA,6180
"Arapahoe County","08005007104",22.62,39.71,53.31,75.26,6.9,29.68,25.62,3.28,49.74,66.13,47.63,19.56,39.79,65.25,79.82,54.28,8.73,44.92,44.99,44.52,7.97,68.78,0.03,33.07,0.17,35.59,113.98,23.16,2.23,98.48,0.66,98.56,0.13,70.62,42.54,32.59,0,31.11,0.16,82.47,0.49,61.41,0.64,55.24,23,88.87,1.5,83.99,88.57,85.13,81.98,78.78,5.87,92.23,38.63,13.69,18.4,51.72,0.09,91.27,0.04,3.36,1.3,7.66,541.35,37.28,81.4,29.77,6.97,50.71,4,7.25,13.1,54.35,4.5,8.05,0.51,83.19,0.02,23.86,0.15,27.99,0.01,33.85,0.08,28.27,0.37,74.66,"Census Tract",NA,NA,5898
"Arapahoe County","08005007105",38.94,74.3,51.74,68.94,6.7,52.65,68.69,5.81,46.82,68.52,44.79,45.38,59.91,57.41,82.79,45.64,61.01,71.34,45.1,46.68,7.8,63.97,0.01,15.37,0.14,31.96,289.97,43.86,1.01,96.72,0.16,94.32,0.13,70.62,40.16,26.1,0,32.76,0.11,70.3,0.51,62.45,1.21,74.38,122.4,93.03,2,85.99,86.95,82.87,63.16,72.94,2.22,77.9,38.63,13.69,18.4,51.72,0.09,87.99,0.08,14.65,2.1,31.53,957.92,83.57,80.3,43.72,7.52,60.67,5.4,31.16,13.9,67.31,6.6,43.16,0.53,84.63,0.12,76.14,0.21,41.99,0.03,70.61,0.08,31.02,0.38,78.06,"Census Tract",NA,NA,7006
