county_name,geoid20,geoid,enviroscreen_score_percentile,pollution_and_climate_burden_score_percentile,pollution_and_climate_burden_scale_value,health_and_social_factors_score_percentile,health_and_social_factors_scale_value,environmental_exposures_score_percentile,environmental_effects_score_percentile,climate_vulnerability_score_percentile,sensitive_populations_score_percentile,demographics_score_percentile,ozone_percentile,fine_particle_pollution_percentile,lead_exposure_risk_percentile,diesel_particulate_matter_(pm)_percentile,traffic_proximity_&_volume_percentile,air_toxics_emissions_percentile,other_air_pollutants_percentile,drinking_water_regulations_percentile,noise_percentile,wastewater_discharge_indicator_percentile,proximity_to_national_priorities_list_sites_percentile,proximity_to_risk_management_plan_sites_percentile,proximity_to_hazardous_waste_facilities_percentile,proximity_to_oil_and_gas_percentile,proximity_to_mining_locations_percentile,impaired_streams_and_rivers_percentile,wildfire_risk_percentile,floodplains_percentile,drought_percentile,extreme_heat_days_percentile,population_under_5_percentile,population_over_64_percentile,heart_disease_in_adults_percentile,asthma_hospitalization_rate_percentile,life_expectancy_percentile,low_birth_weight_percentile,cancer_prevalence_percentile,diabetes_prevalence_percentile,mental_health_indicator_percentile,percent_people_of_color_percentile,percent_less_than_high_school_education_percentile,percent_low_income_percentile,percent_linguistic_isolation_percentile,percent_disability_percentile,housing_cost_burdened_percentile,area,justice40,disproportionately_impacted_community,total_population
Arapahoe County,08005083900,8005083900,59.33,56.61,6.29,52.2,4.84,52.84,73.18,35.79,40.59,60.21,44.04,71.66,8.65,76.33,87.73,44.44,22.5,70.62,58.77,47.49,66.37,80.86,40.83,80.54,72.94,NA,55.24,51.64,13.69,76.86,51.32,59.17,45.24,60.31,39.26,7.36,39.21,41.63,31.88,60.77,49.56,22.17,73.77,49.35,71.17,Census Tract,NA,NA,3071
Arapahoe County,08005084000,8005084000,69.5,68.86,6.69,61.89,5.37,81.83,65.01,15.45,70.46,54.92,45.4,69.74,51.32,65.06,86.01,44.44,39.95,70.62,58.85,38.65,77.34,77.42,75.1,80.54,72.94,23.06,23.38,51.64,13.69,76.86,38.75,42.91,31.53,80.68,67.16,96.4,31.16,57.57,41.38,67.17,72.46,32.2,74.57,52.91,17.41,Census Tract,NA,NA,2640
Arapahoe County,08005084100,8005084100,61.01,59.17,6.38,53.72,4.93,66.85,60.45,29.3,41.79,62.05,45.72,68.61,25.06,62.96,75.37,44.44,30.34,70.62,60.69,33.97,81.91,81.18,60.45,80.54,72.94,23.06,25.54,89.27,13.69,76.86,34.91,7.93,10,70.37,77.02,83.18,27.05,73.51,54.51,70.14,43.31,59.14,73.36,19.06,80.65,Census Tract,NA,NA,4623
Arapahoe County,08005084200,8005084200,51.48,57.57,6.32,43.96,4.31,58.77,79.74,17.29,35.71,49,47.64,67.09,10.17,62.24,76.43,44.44,39.95,70.62,60.77,NA,82.79,89.75,81.91,80.54,72.94,23.06,17.69,76.62,13.69,76.86,87.51,6.41,10,96.05,71.26,50.46,20.45,57.57,34.54,76.38,56.77,20.39,70.28,26.41,39.19,Census Tract,NA,NA,3760
Arapahoe County,08005084300,8005084300,65.49,61.89,6.46,59.33,5.2,58.61,85.83,16.49,59.57,58.61,47.16,67.57,38.67,57.81,35.84,44.44,22.5,70.62,65.01,NA,89.11,75.5,45.24,80.54,72.94,NA,25.22,51.64,13.69,76.86,68.78,22.66,23.71,68.28,48.65,64.69,31.16,64.9,43.16,76.86,57.73,27.59,87.37,33.52,42.11,Census Tract,NA,NA,3740
Arapahoe County,08005084400,8005084400,50.68,60.05,6.41,41.63,4.19,56.04,84.39,19.7,27.3,52.2,48.92,65.81,31.47,51.93,48.2,44.44,22.5,70.62,53,NA,90.79,71.26,43.39,80.54,72.94,NA,30.34,51.64,13.69,76.86,90.15,8.25,10,60.63,56.93,42.34,15.54,54.35,23.59,79.26,71.9,20.79,50.61,38.77,38.62,Census Tract,NA,NA,3101
Arapahoe County,08005084500,8005084500,65.01,52.2,6.15,62.93,5.43,56.12,76.62,15.05,53.16,67.65,44.28,71.18,12.81,64.65,78.64,44.44,22.5,70.62,65.73,41.07,80.46,73.98,49.24,80.54,72.94,NA,18.01,64.93,13.69,76.86,25.7,31.22,20.65,79.71,71.26,60.59,24.72,66.34,41.38,75.1,52.92,32.52,41.86,78.19,78.46,Census Tract,NA,NA,2994
Arapahoe County,08005084600,8005084600,76.62,69.58,6.72,71.42,6.03,79.82,73.26,11.85,65.01,73.58,47.56,67.89,33.71,65.78,86.25,44.44,46.6,70.62,65.97,66.03,73.82,74.46,78.38,80.54,72.94,23.06,18.41,51.64,13.69,76.86,39.39,36.43,27.74,66.26,54.79,76.99,37.52,60.95,49.44,71.82,50.68,40.37,85.75,65.02,66.4,Census Tract,NA,NA,5404
Arapahoe County,08005084700,8005084700,61.33,54.28,6.22,57.17,5.08,57.89,61.65,34.43,82.63,36.83,45,70.14,11.45,68.36,73.73,44.44,32.91,70.62,58.69,40.9,74.06,78.46,60.85,80.54,72.94,23.06,53.24,51.64,13.69,76.86,92.15,46.04,36.37,84.86,77.02,84.1,46.78,38.57,41.38,55.64,30.74,18.53,49.23,65.99,18.3,Census Tract,NA,NA,4292
Arapahoe County,08005084800,8005084800,31.87,49.32,6.08,25.46,3.27,38.99,68.53,48.28,20.34,33.39,53.96,63.09,26.5,50.97,16.94,44.44,22.5,70.62,54.44,NA,86.47,72.38,60.37,80.54,72.94,23.06,58.29,70.7,13.69,76.86,19.22,13.45,20.65,38.57,60.84,37.41,18.44,43.56,20.13,54.84,39.87,8.98,78.14,23.91,31.01,Census Tract,NA,NA,3605
Arapahoe County,08005084900,8005084900,20.02,51.32,6.13,15.85,2.7,59.73,73.9,11.37,47.72,3.68,54.84,64.13,24.26,60.14,53.27,44.44,22.5,70.62,64.61,77.99,71.66,69.9,74.06,80.54,72.94,23.06,31.63,52.92,13.69,41.95,58.21,56.2,39.68,24.32,33.49,89.54,56.68,9.58,41.38,45.96,7.13,2.27,65.75,3.39,5.43,Census Tract,NA,NA,3421
Arapahoe County,08005085000,8005085000,38.99,66.21,6.59,27.3,3.38,59.01,78.3,42.75,19.3,36.43,57.49,61.57,15.29,58.13,91.49,44.44,22.5,70.62,58.53,85.53,68.78,59.89,84.79,80.54,72.94,28.56,65.33,98.16,13.69,41.95,22.66,20.5,36.37,16.67,NA,55.31,24.72,19.16,31.88,65.65,22.18,25,85.91,9.21,62.75,Census Tract,NA,NA,2088
Arapahoe County,08005085100,8005085100,10.01,42.19,5.83,8.49,2.2,36.59,65.57,34.67,8.81,15.93,58.37,59.97,8.65,53.3,42.8,44.44,22.5,70.62,51.32,72.7,76.3,42.83,78.7,80.54,72.94,23.06,53.32,95.6,13.69,41.95,63.33,13.53,14.68,15.54,NA,23.26,20.45,12.96,18.52,69.82,28.58,7.85,69.23,13.25,4.62,Census Tract,NA,NA,6622
Arapahoe County,08005085200,8005085200,10.81,41.87,5.81,9.45,2.26,35.47,55.96,50.52,21.3,7.37,60.21,57.57,8.65,45.33,46.56,44.44,22.5,70.62,50.44,NA,83.27,37.79,60.69,80.54,72.94,23.06,72.7,96.56,13.69,48.44,52.92,35.55,48.55,29.63,3.81,33.47,56.68,12.96,34.54,42.59,14.97,1.46,69.39,7.19,12.79,Census Tract,NA,NA,3013
Arapahoe County,08005085300,8005085300,21.86,27.54,5.27,24.98,3.24,42.43,35.71,18.41,36.91,19.94,62.93,54.28,8.65,39.61,84.53,44.44,22.5,70.62,52.04,18.37,85.27,30.26,54.04,80.54,72.94,23.06,44.92,51.64,13.69,48.44,50.92,43.63,36.37,52.42,33.49,25.19,33.25,25.12,29.23,61.25,21.14,5.83,49.47,9.85,43,Census Tract,NA,NA,2441
Arapahoe County,08005085400,8005085400,10.57,32.11,5.45,11.13,2.39,42.67,66.05,5.44,39.95,1.84,55.64,61.97,8.65,49.92,61.46,44.44,22.5,70.62,57.41,NA,85.03,59.81,64.05,80.54,72.94,23.06,14.81,51.64,13.69,41.95,70.46,22.5,27.74,64.33,46.23,54.14,33.25,19.16,26.33,66.53,13.77,0.32,64.05,15.11,0.32,Census Tract,NA,NA,4723
Arapahoe County,08005085500,8005085500,38.67,46.68,6.01,33.31,3.7,59.97,65.65,11.05,25.86,40.11,55.48,62.37,25.7,55.88,60.31,44.44,22.5,70.62,60.05,58.41,78.06,57.97,71.1,80.54,72.94,23.06,24.5,66.21,13.69,41.95,63.25,32.75,27.74,48.47,9.21,18.49,41.87,25.12,36.15,52.04,31.31,20.87,49.31,38.13,41.86,Census Tract,NA,NA,5535
Arapahoe County,08005085600,8005085600,7.53,26.82,5.24,8.89,2.23,40.43,63.17,3.28,24.18,5.12,57.41,60.61,8.65,49.11,54.34,44.44,22.5,70.62,57.81,NA,82.55,49.96,66.69,80.54,72.94,23.06,7.77,51.64,13.69,41.95,79.82,16.73,27.74,44.85,32.19,15.98,33.25,19.16,26.33,60.45,38.99,0.49,33.28,13.97,4.13,Census Tract,NA,NA,3396
Arapahoe County,08005085700,8005085700,57.01,54.84,6.24,50.6,4.74,55.8,75.42,24.18,28.42,65.17,51.32,65.33,8.65,59.02,65.14,44.44,46.6,70.62,57.01,NA,79.9,77.26,79.26,80.54,72.94,23.06,35.63,64.05,13.69,60.53,55.08,14.41,10,81.64,68.37,25.19,14.25,70.13,23.59,77.34,58.85,31.55,82.19,36.27,64.53,Census Tract,NA,NA,4511
Arapahoe County,08005085800,8005085800,55.24,53.24,6.18,49.48,4.67,49.32,69.66,35.71,73.18,34.11,51.24,65.01,8.65,56.36,67.59,44.44,32.91,70.62,54.76,NA,88.23,91.67,48.84,80.54,72.94,23.06,35.47,80.38,13.69,76.86,55.56,41.47,42.82,59.5,63.81,86.53,41.87,45.41,41.38,56.04,21.7,15.94,24.7,48.3,57.33,Census Tract,NA,NA,1784
Arapahoe County,08005085900,8005085900,32.11,29.78,5.37,33.87,3.72,32.35,32.35,53.16,18.25,47,55.32,61.73,8.97,43.48,39.44,44.44,22.5,70.62,42.11,10.66,92.15,59.25,35.47,80.54,72.94,23.06,73.98,81.35,13.69,60.53,78.86,25.94,17.26,50.56,NA,16.99,11.43,32.61,17.07,75.98,58.69,24.43,75.79,12.92,49.15,Census Tract,NA,NA,6270
Arapahoe County,08005086000,8005086000,18.82,31.79,5.44,20.34,2.97,47.64,36.67,21.62,6.65,38.51,59.17,57.89,23.54,40.66,46.64,44.44,22.5,70.62,48.12,20.54,91.83,38.99,37.23,80.54,72.94,23.06,38.03,72.54,13.69,48.44,28.74,3.2,5.73,58.45,NA,37.41,12.96,47.1,14.01,66.93,54.28,30.66,24.7,14.54,55.71,Census Tract,NA,NA,8476
Arapahoe County,08005086100,8005086100,13.29,24.82,5.14,17.37,2.78,47.96,32.43,9.05,14.17,25.94,59.65,57.41,16.81,41.3,58.51,44.44,22.5,70.62,53.88,15.68,89.27,37.39,39.55,80.54,72.94,23.06,13.61,78.22,13.69,48.44,73.34,14.73,17.26,40.1,NA,8.03,15.54,43.56,18.52,68.29,21.38,14,83.72,20.44,12.55,Census Tract,NA,NA,4848
Arapahoe County,08005086200,8005086200,6.41,37.63,5.68,5.04,1.98,43.8,59.49,19.14,15.37,5.68,57.17,60.29,16.89,44.77,41.41,44.44,22.5,70.62,52.36,NA,89.83,49.64,51.16,80.54,72.94,23.06,27.54,87.59,13.69,48.44,94.56,8.97,10,40.5,16.09,55.65,16.75,35.75,14.01,58.05,28.98,6.72,72.96,0.57,6.07,Census Tract,NA,NA,6859
Arapahoe County,08005086300,8005086300,34.99,65.09,6.56,24.34,3.21,59.41,72.14,47.56,12.81,37.87,60.77,58.45,21.14,56.2,82.49,44.44,22.5,70.62,49.56,94.71,65.49,37.31,84.87,80.54,72.94,31.47,77.34,95.2,13.69,41.95,43.96,45.96,23.71,7.49,15.07,44.6,14.25,40.5,9.98,61.89,34.35,23.95,59.68,11.55,60.08,Census Tract,NA,NA,4744
Arapahoe County,08005086400,8005086400,29.3,43.15,5.87,25.54,3.27,43.39,56.12,41.55,45.08,16.81,63.81,55.08,21.86,48.79,34.37,44.44,22.5,70.62,42.03,73.14,72.06,26.66,64.77,80.54,72.94,26.4,77.74,79.42,13.69,41.95,29.54,85.91,69.27,26.25,NA,NA,81.56,6.04,53.22,16.25,20.18,5.66,50.93,26.09,34.82,Census Tract,NA,NA,1988
Arapahoe County,08005086500,8005086500,26.5,34.59,5.55,25.94,3.3,41.71,33.47,47,25.54,29.94,65.57,53.24,11.21,39.21,71.44,44.44,22.5,70.62,45.4,14.82,78.94,23.94,74.62,80.54,72.94,24.57,71.34,88.31,13.69,48.44,12.41,24.98,27.74,46.14,32.19,54.64,35.51,32.61,21.34,61.33,38.11,15.53,24.7,10.58,79.27,Census Tract,NA,NA,5159
Arapahoe County,08005086600,8005086600,19.54,32.19,5.45,20.9,3.01,38.59,31.79,44.6,31.55,18.57,67.49,51.32,18.33,36.07,42.64,44.44,22.5,70.62,42.59,16.81,76.86,24.66,61.17,80.54,72.94,23.06,71.9,82.23,13.69,48.44,6.57,99.2,91.94,23.03,NA,80.42,99.68,1.29,87.04,30.82,4.4,10.76,45.34,55.17,31.17,Census Tract,NA,NA,5909
Arapahoe County,08005086700,8005086700,8.57,25.94,5.2,10.57,2.35,32.03,36.19,32.99,11.13,17.61,68.94,49,25.3,30.35,21.52,44.44,22.5,70.62,38.35,22.18,78.38,33.47,45.72,80.54,72.94,23.06,79.5,51.64,13.69,48.44,69.9,7.85,23.71,20.37,51.44,9.96,24.72,20.69,12.24,49.8,44.04,12.22,68.42,5.01,10.36,Census Tract,NA,NA,5485
Arapahoe County,08005086800,8005086800,63.25,56.37,6.29,58.21,5.15,72.7,67.65,6.73,39.87,67.73,26.42,84.39,37.31,81.08,75.29,44.44,23.06,70.62,93.11,79.98,63.81,21.38,76.14,80.54,72.94,NA,10.25,51.64,13.69,76.86,84.31,12.57,12.26,65.3,75.07,53.89,20.45,48.71,34.54,87.35,64.53,55.66,90.69,15.35,76.11,Census Tract,NA,NA,7377
Arapahoe County,08005086900,8005086900,64.69,76.22,6.95,51.64,4.8,85.43,70.7,17.93,10.49,78.06,29.62,82.71,49.4,80.43,66.78,89.11,22.82,70.62,92.15,77.82,60.45,26.42,76.3,80.54,72.94,NA,27.3,51.64,13.69,76.86,94.4,2.4,4.6,69.16,NA,78.24,4.75,76.89,17.07,88.63,60.93,79.69,95.79,20.76,98.06,Census Tract,TRUE,NA,3118
Arapahoe County,08005087000,8005087000,66.53,63.97,6.53,58.77,5.18,71.1,73.58,15.61,23.86,76.86,28.34,84.23,36.19,79.47,63.58,44.44,24.74,70.62,90.79,70.02,57.09,28.34,92.87,80.54,72.94,NA,23.62,51.64,13.69,76.86,96.72,6.65,7.66,74.24,NA,70.79,5.96,83.17,37.28,85.43,60.61,78.88,92.96,22.37,89.39,Census Tract,TRUE,NA,5264
Arapahoe County,08005087100,8005087100,91.67,69.26,6.71,92.39,7.61,86.47,73.74,5.12,97.12,78.14,32.11,82.15,30.1,79.23,69.23,92.39,36.19,70.62,90.71,74.96,56.2,32.19,77.9,80.54,72.94,NA,7.77,51.64,13.69,76.86,98.96,57.25,42.82,90.1,87.26,93.39,67.47,59.26,70.77,88.15,16.17,78.8,96.36,82.79,94.01,Census Tract,TRUE,NA,2789
Arapahoe County,08005087200,8005087200,83.51,80.78,7.21,74.14,6.23,92.31,71.18,18.49,57.97,80.78,31.22,81.43,28.18,81.64,82.24,92.39,52.92,70.62,90.95,90.99,62.37,24.26,75.66,80.54,72.94,57.54,22.82,64.21,13.69,76.86,79.5,29.3,23.71,53.3,50.42,50.46,29.23,60.95,44.69,77.18,56.12,69.26,95.47,43.62,86.15,Census Tract,NA,NA,4142
Arapahoe County,08005087300,8005087300,78.94,82.95,7.31,67.49,5.76,83.19,71.9,53.64,30.98,84.39,34.27,79.26,20.66,81.48,68.66,89.11,43.55,70.62,86.63,90.38,61.73,25.06,76.22,80.54,72.94,57.54,57.01,84.63,13.69,76.86,94,31.14,10,42.67,29.77,47.2,11.43,71.58,26.33,87.67,44.12,73.14,90.53,60.02,91.82,Census Tract,NA,NA,8018
Archuleta County,08007974200,8007974200,36.51,14.89,4.6,49.16,4.66,3.52,7.77,98.08,47.48,51.96,92.15,7.93,26.66,10.14,8.84,44.44,22.66,5.6,12.01,91.16,32.99,3.52,3.04,80.54,72.94,44.61,96,51.64,96.72,94.24,28.58,90.39,39.68,9.74,55.63,30.46,85.51,23.43,61.51,40.59,60.13,37.06,24.7,74.15,52.87,Census Tract,NA,NA,5768
Archuleta County,08007974300,8007974300,47.24,18.65,4.84,59.97,5.24,4.4,11.45,99.2,33.39,73.26,91.51,9.13,46.04,4.67,15.3,44.44,63.97,5.6,3.84,87.61,33.15,3.6,3.2,90.39,85.99,81.14,95.52,57.49,96.72,95.28,29.86,94.64,48.55,17.63,0.65,73.14,89.13,56.2,93.72,47.48,73.58,80.18,30.28,84.33,74.9,Census Tract,TRUE,NA,3547
Archuleta County,08007974400,8007974400,37.95,12.49,4.42,54.6,4.96,2.48,2.8,99.04,37.63,64.37,96.48,5.6,57.81,1.37,23.49,44.44,78.3,5.6,2.96,17.16,34.75,2.64,2.24,88.79,81.91,72.41,93.43,56.53,96.72,97.52,61.01,84.63,31.53,2.17,32.19,18.24,86.55,54.35,93.48,50.04,47.8,89.24,24.7,68.82,70.69,Census Tract,NA,NA,2640
Baca County,08009964600,8009964600,24.98,4.48,3.77,50.36,4.74,8.49,1.12,73.26,55.64,49.24,1.36,13.77,78.7,11.19,7.2,93.43,91.35,98,12.73,4.33,1.2,82.95,1.28,96.32,98.24,36.64,74.06,51.64,82.79,33.23,26.74,97.92,74.52,9.58,9.21,NA,97.5,68.36,94.2,40.27,85.99,86.81,72.63,95.48,3.16,Census Tract,TRUE,NA,1662
Baca County,08009964700,8009964700,54.76,8.97,4.16,83.91,6.93,10.33,0.88,87.91,95.12,67.97,1.28,13.53,81.02,13.29,20.87,47.24,75.58,98,14.25,6.41,0.64,84.39,0.64,87.99,83.99,59.48,56.69,51.64,82.79,89.19,50.2,87.91,52.82,35.83,84.65,NA,97.91,75.2,95.81,20.98,80.06,89,66.48,91.36,36.84,Census Tract,TRUE,NA,1899
Bent County,08011966700,8011966700,58.85,5.92,3.94,93.35,7.7,10.81,11.05,47.8,94.16,84.23,1.44,13.61,86.31,12.8,15.71,93.19,92.39,71.9,10.09,53.29,2.64,69.74,3.6,91.27,98.64,59.16,67.65,51.64,82.07,14.81,30.26,83.19,100,69.73,69.02,57.57,48.31,89.29,96.78,61.73,78.7,95.47,56.68,98.38,54.09,Census Tract,TRUE,NA,5787
Boulder County,08013012101,8013012101,9.37,77.82,7.02,3.52,1.79,62.37,70.86,74.54,5.68,10.33,95.36,38.27,87.91,25.93,47.38,44.44,22.5,77.34,49.08,28.08,60.21,42.51,83.35,80.54,72.94,98.06,82.79,73.9,38.03,48.44,28.26,42.67,36.37,12.4,NA,6.28,54.67,4.11,8.7,11.61,16.49,11.89,36.68,3.07,53.6,Census Tract,NA,NA,4631
Boulder County,08013012102,8013012102,48.84,71.34,6.78,35.47,3.81,70.3,62.85,53.08,23.38,45.56,93.92,39.39,71.58,28.58,71.28,44.44,25.38,77.34,61.33,22.88,62.77,44.44,98.4,80.54,72.94,NA,29.78,90.87,38.03,48.44,54.2,43.55,17.26,11.03,43.72,47.28,46.78,21.9,14.01,33.79,30.18,40.13,76.44,20.36,66.64,Census Tract,NA,NA,7349
Boulder County,08013012103,8013012103,35.31,55.24,6.25,27.14,3.37,61.01,42.67,56.61,18.82,36.59,92.71,39.79,45.24,26.25,69.56,44.44,25.38,77.34,51.72,18.8,58.13,41.23,94.16,80.54,72.94,23.06,32.83,95.28,38.03,48.44,7.53,67.33,36.37,6.2,NA,76.74,63.61,14.98,26.33,22.98,26.58,51.21,32.31,38.61,46.88,Census Tract,NA,NA,3835
Boulder County,08013012104,8013012104,25.46,53.56,6.19,18.65,2.91,39.31,44.44,80.38,34.59,13.53,94.96,38.19,29.7,22.71,41.49,44.44,22.5,77.34,38.83,NA,52.52,29.62,62.93,80.54,72.94,23.06,88.07,87.11,38.03,48.44,81.83,84.15,71.77,41.79,27.72,12.05,84.22,2.9,39.05,55.96,40.35,25.49,26.48,3.88,6.48,Census Tract,NA,NA,2557
Boulder County,08013012105,8013012105,48.52,49.72,6.09,41.95,4.21,55.24,34.99,64.85,20.5,57.89,94,38.75,47.72,24.56,59.49,44.44,22.5,77.34,45.88,19.06,53.56,32.03,74.86,80.54,72.94,23.06,48.6,83.11,38.03,48.44,33.71,36.83,27.74,30.43,13.86,68.45,37.52,14.98,14.01,55.16,65.57,43.85,71.66,25.44,49.55,Census Tract,NA,NA,5879
Boulder County,08013012201,8013012201,34.19,79.26,7.1,19.06,2.92,55.64,78.86,81.67,29.22,17.85,96.24,37.95,75.42,25.2,52.7,44.44,22.5,77.34,32.27,38.3,65.65,46.68,87.75,80.54,72.94,85.67,98.56,81.59,38.03,48.44,20.66,63.49,27.74,7.97,NA,39.92,41.87,66.34,29.23,14.01,2.48,79.85,30.53,12.6,92.71,Census Tract,NA,NA,3845
Boulder County,08013012202,8013012202,25.14,84.95,7.4,11.77,2.42,91.83,80.22,24.58,2.48,35.63,93.67,40.11,63.33,31,92.55,44.44,79.26,77.34,77.58,37.26,68.53,47.32,99.44,80.54,72.94,80.82,10.81,97.12,38.03,48.44,2.56,13.05,1.53,49.6,NA,59,1.93,95.97,2.74,33.71,16.01,95.55,30.61,10.18,99.51,Census Tract,NA,NA,6362
Boulder County,08013012203,8013012203,61.25,86.39,7.49,41.79,4.21,92.55,81.75,27.14,8.33,68.29,90.95,42.51,42.27,31.08,88.38,82.15,69.26,77.34,77.26,33.88,65.73,60.21,99.52,80.54,72.94,80.82,12.17,96.96,38.03,48.44,2.24,28.66,14.68,27.94,14.33,74.64,20.45,48.71,14.01,53.24,63.25,73.46,58.54,30.37,76.76,Census Tract,NA,NA,7569
Boulder County,08013012204,8013012204,46.68,83.67,7.32,28.02,3.43,91.91,80.94,16.81,5.2,52.52,95.12,38.91,76.62,28.02,90.51,44.44,79.1,77.34,74.22,35.96,65.09,53.8,94.72,80.54,72.94,85.45,7.77,97.2,38.03,48.44,4.56,28.82,4.6,34.78,NA,95.23,4.75,96.46,5.56,22.26,18.01,95.15,65.34,37.08,99.43,Census Tract,NA,NA,4299
Boulder County,08013012300,8013012300,8.81,93.59,8.02,1.92,1.54,94.72,80.06,66.13,0.8,24.02,94.24,40.03,86.63,30.11,85.52,44.44,85.59,77.34,74.94,36.92,71.9,44.84,99.36,80.54,72.94,80.82,45.88,93.43,38.03,48.44,12.65,1.12,0.32,1.21,NA,1.34,0.48,98.87,0.4,75.34,18.65,94.09,98.7,0.24,99.19,Census Tract,NA,NA,6720
Boulder County,08013012401,8013012401,8.97,87.19,7.55,2.48,1.64,90.87,68.21,55.72,1.36,20.82,95.2,39.23,88.87,27.7,85.11,44.44,79.5,77.34,63.41,28.25,71.34,44.36,96.08,80.54,72.94,NA,58.13,51.64,38.03,48.44,9.93,3.52,0.81,46.05,NA,NA,1.13,99.44,1.53,35.47,2.48,99.68,24.7,8.72,99.76,Census Tract,NA,NA,6088
Boulder County,08013012501,8013012501,15.13,81.02,7.22,6.65,2.06,65.65,79.58,73.74,3.44,21.94,90.23,45.56,40.43,35.1,87.07,44.44,22.5,77.34,48.92,54.16,85.99,59.41,95.68,80.54,72.94,34.59,67.73,99.76,38.03,41.95,6.08,46.36,27.74,12.48,6.79,3.26,35.51,13.61,8.05,18.49,5.6,40.05,71.17,17.53,44.21,Census Tract,NA,NA,2514
Boulder County,08013012505,8013012505,22.42,82.15,7.25,10.89,2.39,70.38,68.78,75.02,5.92,23.94,95.84,38.51,75.18,25.12,70.7,44.44,67.33,77.34,25.46,25.82,78.14,36.11,91.59,80.54,72.94,80.82,98.48,63.97,38.03,48.44,45.32,80.22,48.55,14.33,1.95,2.51,74.56,6.04,23.59,30.42,9.45,36.81,29.8,17.21,57.65,Census Tract,NA,NA,4089
Boulder County,08013012507,8013012507,24.18,79.82,7.12,12.57,2.49,88.87,81.83,11.61,6.41,26.26,93.27,41.47,83.43,30.27,95.09,44.44,63.49,77.34,54.12,39.17,82.87,43.39,95.28,80.54,72.94,80.82,9.93,77.98,38.03,33.23,43.8,17.21,4.6,30.76,33.49,45.02,4.75,72.71,2.74,29.38,13.61,79.29,32.55,4.6,95.14,Census Tract,NA,NA,4436
Boulder County,08013012508,8013012508,47.16,84.87,7.4,28.1,3.43,66.45,83.83,75.5,7.29,49.88,91.99,43.71,63.89,29.87,89.61,44.44,22.5,77.34,38.99,46.45,88.79,47.72,81.43,80.54,72.94,80.82,74.54,99.92,38.03,41.95,30.5,22.42,5.73,36.47,NA,73.22,8.45,47.1,3.14,29.78,25.14,57.85,41.3,45.15,86.64,Census Tract,NA,NA,3081
Boulder County,08013012509,8013012509,22.66,60.61,6.42,16.09,2.71,53.32,74.3,45.8,13.93,24.26,93.84,41.39,42.43,28.82,46.07,44.44,22.5,77.34,47.32,42.72,86.71,32.75,68.86,80.54,72.94,80.82,29.14,75.1,38.03,48.44,48.52,79.74,42.82,16.83,5.12,13.14,84.22,3.7,27.94,26.1,14.41,31.63,66.4,48.95,8.58,Census Tract,NA,NA,3328
Boulder County,08013012510,8013012510,5.04,67.49,6.63,2.16,1.58,43.71,68.05,78.94,5.84,5.28,96.16,38.67,58.77,23.27,18.58,44.44,81.02,77.34,15.13,54.94,87.59,29.38,45.88,80.54,75.66,76.4,98.88,72.78,38.03,48.44,3.68,94.32,60,5.48,11.81,36.99,74.56,1.69,20.13,7.13,7.93,9.71,24.7,8.56,19.6,Census Tract,NA,NA,4192
Boulder County,08013012511,8013012511,51.16,78.46,7.08,35.55,3.81,71.9,84.55,40.59,20.1,48.12,92.07,42.99,43.55,31.24,93.04,44.44,33.55,77.34,55.64,42.2,83.43,50.04,96.88,80.54,72.94,80.82,25.14,85.67,38.03,41.95,8.09,72.7,20.65,14.09,40.19,84.27,24.72,82.37,6.04,54.76,9.85,71.93,66.07,22.78,96.6,Census Tract,NA,NA,6470
Boulder County,08013012603,8013012603,20.5,93.03,7.95,7.21,2.09,90.07,88.55,56.2,7.05,14.97,90.71,44.12,56.04,32.77,86.91,82.15,45.56,77.34,68.53,44.11,78.62,72.54,99.76,80.54,72.94,80.82,38.91,79.18,38.03,48.44,25.54,65.09,39.68,9.18,1.67,31.13,68.84,5.31,18.52,36.75,2.48,17.48,54.82,22.7,29.96,Census Tract,NA,NA,3411
Boulder County,08013012605,8013012605,19.46,92.07,7.87,7.13,2.08,85.91,86.87,65.65,1.68,30.1,92.31,41.71,48.76,31.56,91.98,58.61,59.41,77.34,61.97,50.87,74.54,54.76,100,80.54,72.94,80.82,42.03,99.6,38.03,48.44,77.66,2,1.05,93.8,NA,7.87,0.89,96.22,0.97,66.21,2.48,96.93,91.74,5.33,98.14,Census Tract,NA,NA,1485
Boulder County,08013012607,8013012607,49.72,81.59,7.24,31.79,3.63,82.71,81.67,32.19,2.24,67.81,92.87,41.07,49.48,31.48,93.62,44.44,60.29,77.34,62.93,40.38,76.54,51.72,99.68,80.54,72.94,NA,15.85,91.27,38.03,48.44,4.32,12.25,1.53,15.06,NA,NA,4.75,98.95,8.7,50.44,32.99,99.6,79.43,25.36,99.92,Census Tract,NA,NA,5926
Boulder County,08013012608,8013012608,36.59,77.9,7.03,22.02,3.07,65.97,84.23,54.36,15.53,32.03,91.91,42.67,36.83,31.8,84.29,44.44,22.5,77.34,64.85,36.31,78.78,57.81,99.2,80.54,72.94,80.82,32.35,86.63,38.03,48.44,19.38,27.38,14.68,14.49,93.86,21.09,35.51,34.22,9.98,39.07,20.42,66.02,34.17,7.67,70.36,Census Tract,NA,NA,2462
